OperationId,Person,RegAddrKoatuu,OperationCode,OperationName,DateReg,DepCode,DepartmentName,Brand,Model,Vin,MakeYear,Color,Kind,Body,Purpose,Fuel,Capacity,OwnWeight,TotalWeight,NumberRegNew
275,P,510136600,315,ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ,08/17/2022 00:00:00,12229,ТСЦ 0541,VOLKSWAGEN,GOLF,WVWZZZ1HZTW021680,01/01/1995 00:00:00,СИНІЙ,ЛЕГКОВИЙ,ХЕТЧБЕК,ЗАГАЛЬНИЙ,БЕНЗИН АБО ГАЗ,1390,1080,1505,АВ4932ІТ
276,P,7121589201,410,ПЕРЕРЕЄСТРАЦІЯ ПРИ ЗАМІНІ НОМЕРНОГО ЗНАКУ,08/10/2022 00:00:00,12287,ТСЦ 3248,OPEL,VECTRA,W0L0ZCF6981092189,01/01/2008 00:00:00,ЧОРНИЙ,ЛЕГКОВИЙ,СЕДАН,ЗАГАЛЬНИЙ,БЕНЗИН АБО ГАЗ,2198,1375,1875,СА1770СМ
277,P,2123656200,315,ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ,01/19/2022 00:00:00,12396,ТСЦ 2146,MERCEDES-BENZ,VITO 108 CDI,VSA63809413333862,01/01/2000 00:00:00,БІЛИЙ,ЛЕГКОВИЙ,ПАСАЖИРСЬКИЙ,ЗАГАЛЬНИЙ,ДИЗЕЛЬНЕ ПАЛИВО,2148,1710,2700,АО0930НІ
278,P,1221081803,400,ПЕРЕРЕЄСТРАЦIЯ ПРИ ПЕРЕОБЛАДНАННI ДЛЯ РОБОТИ НА ГАЗОВОМУ ПАЛЬНОМУ,05/14/2022 00:00:00,12243,ТСЦ 1244,CHEVROLET,NIVA,X9L21230080236561,01/01/2008 00:00:00,СИНІЙ,ЛЕГКОВИЙ,УНІВЕРСАЛ,ЗАГАЛЬНИЙ,БЕНЗИН АБО ГАЗ,1690,1444,1850,АР7612ІМ
279,P,5110137500,315,ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ,10/29/2022 00:00:00,13747,ТСЦ 5152,NISSAN,TIIDA,JN1CC13C58T012853,01/01/2008 00:00:00,ЧЕРВОНИЙ,ЛЕГКОВИЙ,ХЕТЧБЕК,ЗАГАЛЬНИЙ,БЕНЗИН,1598,1030,1530,ВН1946РК
280,P,3520555100,308,ПЕРЕРЕЄСТРАЦІЯ НА НОВОГО ВЛАСНИКА ЗА ДОГ. КУПIВЛI-ПРОДАЖУ (СГ),07/06/2022 00:00:00,12377,ТСЦ 7141,FIAT,DUCATO,ZFA24400007613483,01/01/2005 00:00:00,БІЛИЙ,ВАНТАЖНИЙ,ФУРГОН,СПЕЦІАЛІЗОВАНИЙ,ДИЗЕЛЬНЕ ПАЛИВО,2800,2020,3090,СА4157ІР
281,P,3510100000,315,ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ,07/14/2022 00:00:00,12298,ТСЦ 3541,CHEVROLET,LACETTI,KL1NF1961CK710509,01/01/2012 00:00:00,БІЛИЙ,ЛЕГКОВИЙ,СЕДАН,ЗАГАЛЬНИЙ,БЕНЗИН АБО ГАЗ,1598,1115,1665,ВА8917ЕР
282,P,2621681601,250,"ВИДАЧА ТИМЧАСОВОГО РЕЄСТР ТАЛОНУ ПО ДОРУЧЕННЮ ЧИ ІНШОГО ДОКУМ.ПРАВОКОРИСТУВАННЯ ",06/07/2022 00:00:00,12278,ТСЦ 2643,MERCEDES-BENZ,SPRINTER 316 CDI,WDB9036631R811182,01/01/2005 00:00:00,ЧОРНИЙ,ЛЕГКОВИЙ,ПАСАЖИРСЬКИЙ,ЗАГАЛЬНИЙ,ДИЗЕЛЬНЕ ПАЛИВО,2685,2190,3500,АТ5634НІ
283,P,5110137600,308,ПЕРЕРЕЄСТРАЦІЯ НА НОВОГО ВЛАСНИКА ЗА ДОГ. КУПIВЛI-ПРОДАЖУ (СГ),11/02/2022 00:00:00,12321,ТСЦ 5141,BMW,530D,WBAHC110003562233,01/01/2003 00:00:00,ЧОРНИЙ,ЛЕГКОВИЙ,СЕДАН,ЗАГАЛЬНИЙ,ДИЗЕЛЬНЕ ПАЛИВО,2926,1625,2150,ВН3131МА
284,P,5123755802,410,ПЕРЕРЕЄСТРАЦІЯ ПРИ ЗАМІНІ НОМЕРНОГО ЗНАКУ,08/24/2022 00:00:00,12322,ТСЦ 5142,VOLKSWAGEN,TOUAREG,WVGZZZ7LZ7D072486,01/01/2007 00:00:00,ЧОРНИЙ,ЛЕГКОВИЙ,УНІВЕРСАЛ,ЗАГАЛЬНИЙ,ДИЗЕЛЬНЕ ПАЛИВО,2967,1500,2170,ВН8797РК
285,P,7310100000,308,ПЕРЕРЕЄСТРАЦІЯ НА НОВОГО ВЛАСНИКА ЗА ДОГ. КУПIВЛI-ПРОДАЖУ (СГ),04/22/2022 00:00:00,12339,ТСЦ 5643,TOYOTA,LAND CRUISER 200,JTMCT05J804039336,01/01/2010 00:00:00,ЧОРНИЙ,ЛЕГКОВИЙ,УНІВЕРСАЛ,ЗАГАЛЬНИЙ,БЕНЗИН АБО ГАЗ,4664,2580,3300,ВК8900НМ
286,P,524510500,140,ВТОРИННА РЕЄСТРАЦIЯ ТЗ У ЗВ`ЯЗКУ З НЕПРОДАЖЕМ,06/11/2022 00:00:00,12229,ТСЦ 0541,SUZUKI,SV 1000S,VT54A100460,01/01/2006 00:00:00,СИНІЙ,МОТОЦИКЛ,МОТОЦИКЛ,ЗАГАЛЬНИЙ,БЕНЗИН,1000,210,320,АВ1421JА
287,J,8036600000,315,ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ,12/23/2022 00:00:00,13960,ТСЦ 8048,SCHWARZMUELLER,SPA-3E,W09108335THS09632,01/01/1996 00:00:00,ЧЕРВОНИЙ,НАПІВПРИЧІП,Н/ПР-ЦИСТЕРНА,СПЕЦІАЛІЗОВАНИЙ,,0,6500,34000,АА5659ХF
288,P,5323455100,412,ПЕРЕРЕЄСТРАЦІЯ ТЗ ПРИ ВИДАЧІ НОМЕРНОГО ЗНАКУ ВІДПОВІДНОЇ КОМБІНАЦІЇ ЦИФР,08/23/2022 00:00:00,12299,ТСЦ 3542,BMW,X5,5UXFE83517LZ44818,01/01/2007 00:00:00,ЧОРНИЙ,ЛЕГКОВИЙ,УНІВЕРСАЛ,ЗАГАЛЬНИЙ,БЕНЗИН АБО ГАЗ,4799,2180,2800,ВА3533ВТ
289,P,4820381801,315,ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ,11/17/2022 00:00:00,12315,ТСЦ 4841,SUBARU,FORESTER,JF1SH9LL59G022819,01/01/2009 00:00:00,СІРИЙ,ЛЕГКОВИЙ,УНІВЕРСАЛ,ЗАГАЛЬНИЙ,БЕНЗИН АБО ГАЗ,2457,1519,1900,ВЕ1818СТ
290,P,510137000,315,ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ,09/29/2022 00:00:00,12229,ТСЦ 0541,RENAULT,KANGOO,VF1FW1BB542710294,01/01/2010 00:00:00,БІЛИЙ,ЛЕГКОВИЙ,ПАСАЖИРСЬКИЙ,ЗАГАЛЬНИЙ,ДИЗЕЛЬНЕ ПАЛИВО,1461,1251,1918,АВ0309ІО
291,P,2310400000,315,ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ,09/30/2022 00:00:00,12286,ТСЦ 3247,FIAT,NUOVO DOBLO,ZFA26300009184287,01/01/2012 00:00:00,ЧЕРВОНИЙ,ЛЕГКОВИЙ,ПАСАЖИРСЬКИЙ,ЗАГАЛЬНИЙ,ДИЗЕЛЬНЕ ПАЛИВО,1598,1400,1860,АІ3654ОН
292,P,1210136900,308,ПЕРЕРЕЄСТРАЦІЯ НА НОВОГО ВЛАСНИКА ЗА ДОГ. КУПIВЛI-ПРОДАЖУ (СГ),05/07/2022 00:00:00,13648,ТСЦ 1249,MAZDA,CX-9,JM3TB38C770105997,01/01/2007 00:00:00,ЧОРНИЙ,ЛЕГКОВИЙ,УНІВЕРСАЛ,ЗАГАЛЬНИЙ,БЕНЗИН АБО ГАЗ,3496,1918,2174,АЕ6440ТС
293,P,1411245300,308,ПЕРЕРЕЄСТРАЦІЯ НА НОВОГО ВЛАСНИКА ЗА ДОГ. КУПIВЛI-ПРОДАЖУ (СГ),09/07/2022 00:00:00,13648,ТСЦ 1249,MAZDA,CX-9,JM3TB38C770105997,01/01/2007 00:00:00,ЧОРНИЙ,ЛЕГКОВИЙ,УНІВЕРСАЛ,ЗАГАЛЬНИЙ,БЕНЗИН АБО ГАЗ,3496,1918,2174,АЕ6051ТН
294,P,522455100,308,ПЕРЕРЕЄСТРАЦІЯ НА НОВОГО ВЛАСНИКА ЗА ДОГ. КУПIВЛI-ПРОДАЖУ (СГ),11/26/2022 00:00:00,12233,ТСЦ 0545,PEUGEOT,PARTNER,VF3GCRHYB96046211,01/01/2005 00:00:00,СІРИЙ,ЛЕГКОВИЙ,ПАСАЖИРСЬКИЙ,ЗАГАЛЬНИЙ,ДИЗЕЛЬНЕ ПАЛИВО,1997,1286,1990,АВ5419КА
295,P,4623383901,315,ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ,10/05/2022 00:00:00,12307,ТСЦ  4641,HYUNDAI,I20,MALBC51DBCM388719,01/01/2012 00:00:00,СІРИЙ,ЛЕГКОВИЙ,УНІВЕРСАЛ,ЗАГАЛЬНИЙ,БЕНЗИН,1591,1232,1565,ВС8693РЕ
296,P,7424155400,315,ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ,10/18/2022 00:00:00,12286,ТСЦ 3247,CITROEN,JUMPY,VF7BZWJZA12754433,01/01/2000 00:00:00,СИНІЙ,ВАНТАЖНИЙ,ФУРГОН,СПЕЦІАЛІЗОВАНИЙ,ДИЗЕЛЬНЕ ПАЛИВО,1868,1455,2205,СВ2202ВТ
297,P,1210138100,315,ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ,07/11/2022 00:00:00,12241,ТСЦ 1242,MITSUBISHI,LANCER,JMBSNCY1ACU000819,01/01/2012 00:00:00,ЧОРНИЙ,ЛЕГКОВИЙ,СЕДАН,ЗАГАЛЬНИЙ,БЕНЗИН,1590,1255,1750,АЕ7202ТК
298,P,8036100000,308,ПЕРЕРЕЄСТРАЦІЯ НА НОВОГО ВЛАСНИКА ЗА ДОГ. КУПIВЛI-ПРОДАЖУ (СГ),11/11/2022 00:00:00,13960,ТСЦ 8048,BMW,320CI,WBA3B110X0J406452,01/01/2012 00:00:00,СИНІЙ,ЛЕГКОВИЙ,СЕДАН,ЗАГАЛЬНИЙ,БЕНЗИН,1997,1495,1900,КА0177ІК
299,P,1210100000,218,ПЕРЕРЕЄСТРАЦІЯ НА НОВОГО ВЛАСНИКА ЗА ДОГ. КУПIВЛI-ПРОДАЖУ (СГ) З ПОСТ. НА ТИМЧ. ОБЛІК ТА ВИДАЧЕЮ ТТ НА ПЕРІОД ВОЄННОГО СТАНУ,08/27/2022 00:00:00,13648,ТСЦ 1249,MITSUBISHI,SPEACE STAR,XMCLNDG3A4F047441,01/01/2004 00:00:00,СІРИЙ,ЛЕГКОВИЙ,УНІВЕРСАЛ,ЗАГАЛЬНИЙ,БЕНЗИН,1584,1170,1480,АЕ1595ТЕ
300,P,6810100000,412,ПЕРЕРЕЄСТРАЦІЯ ТЗ ПРИ ВИДАЧІ НОМЕРНОГО ЗНАКУ ВІДПОВІДНОЇ КОМБІНАЦІЇ ЦИФР,06/06/2022 00:00:00,12371,ТСЦ 6841,VOLKSWAGEN,JETTA,WVWZZZ1KZ8M026373,01/01/2007 00:00:00,БЕЖЕВИЙ,ЛЕГКОВИЙ,СЕДАН,ЗАГАЛЬНИЙ,БЕНЗИН АБО ГАЗ,1598,1320,1870,ВХ2522АО
301,P,2110400000,254,НАЛЕЖНИЙ КОРИСТУВАЧ. РЕЄСТРАЦІЯ,11/27/2022 00:00:00,10000,OLD_ДДАІ МВС УКРАЇНИ,VOLKSWAGEN,PASSAT CC,WVWZZZ3CZCE525549,01/01/2011 00:00:00,БІЛИЙ,ЛЕГКОВИЙ,СЕДАН,ЗАГАЛЬНИЙ,БЕНЗИН,1798,1446,2080,АО0034АЕ
302,P,6810700000,308,ПЕРЕРЕЄСТРАЦІЯ НА НОВОГО ВЛАСНИКА ЗА ДОГ. КУПIВЛI-ПРОДАЖУ (СГ),11/02/2022 00:00:00,12337,ТСЦ 5641,TOYOTA,LAND CRUISER PRADO 150,JTEBH3FJ205044227,01/01/2012 00:00:00,СІРИЙ,ЛЕГКОВИЙ,УНІВЕРСАЛ,ЗАГАЛЬНИЙ,ДИЗЕЛЬНЕ ПАЛИВО,2982,2490,2990,ВК1982ІА
303,P,7110100000,440,ПЕРЕРЕЄСТРАЦIЯ ПРИ ВТРАТІ СВIДОЦТВА ПРО РЕЄСТРАЦIЮ,05/20/2022 00:00:00,12377,ТСЦ 7141,DAEWOO,NUBIRA,KLAJF356EWK173296,01/01/1998 00:00:00,ЗЕЛЕНИЙ,ЛЕГКОВИЙ,УНІВЕРСАЛ,ЗАГАЛЬНИЙ,БЕНЗИН,1600,1220,1720,СА2039ЕО
304,P,7110136400,254,НАЛЕЖНИЙ КОРИСТУВАЧ. РЕЄСТРАЦІЯ,10/04/2022 00:00:00,10000,OLD_ДДАІ МВС УКРАЇНИ,NISSAN,PATHFINDER,VSKJVWR51U0063368,01/01/2006 00:00:00,СІРИЙ,ЛЕГКОВИЙ,УНІВЕРСАЛ,ЗАГАЛЬНИЙ,ДИЗЕЛЬНЕ ПАЛИВО,2488,2250,2800,СА0091ВІ
305,P,6124210100,315,ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ,05/23/2022 00:00:00,12353,ТСЦ 6145,CITROEN,JUMPY,VF7XURHKH64066044,01/01/2007 00:00:00,СІРИЙ,ЛЕГКОВИЙ,ПАСАЖИРСЬКИЙ,ЗАГАЛЬНИЙ,ДИЗЕЛЬНЕ ПАЛИВО,1997,1820,2932,ВО7656ЕС
306,P,7122510100,412,ПЕРЕРЕЄСТРАЦІЯ ТЗ ПРИ ВИДАЧІ НОМЕРНОГО ЗНАКУ ВІДПОВІДНОЇ КОМБІНАЦІЇ ЦИФР,11/09/2022 00:00:00,13960,ТСЦ 8048,MERCEDES-BENZ,CL 500,WDD2163711A009811,01/01/2007 00:00:00,СІРИЙ,ЛЕГКОВИЙ,КУПЕ,ЗАГАЛЬНИЙ,БЕНЗИН,5461,1600,2000,КА8808ЕІ
307,P,6120885701,315,ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ,08/05/2022 00:00:00,12353,ТСЦ 6145,VOLKSWAGEN,TRANSPORTER,WV1ZZZ70Z1H071039,01/01/2000 00:00:00,СИНІЙ,ЛЕГКОВИЙ,ПАСАЖИРСЬКИЙ,ЗАГАЛЬНИЙ,ДИЗЕЛЬНЕ ПАЛИВО,2461,1670,2730,ВО3790ЕН
308,P,5110137500,230,ВИДАЧА СВ. ПРО РЕЄСТР ДЛЯ ПОЇЗДКИ ЗА КОРДОН,09/15/2022 00:00:00,12322,ТСЦ 5142,MERCEDES-BENZ,814,WDB6703741N088088,01/01/2001 00:00:00,СИНІЙ,АВТОБУС,АВТОБУС,ЗАГАЛЬНИЙ,ДИЗЕЛЬНЕ ПАЛИВО,4249,5200,7490,ВН0711ІІ
309,P,5910100000,315,ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ,07/27/2022 00:00:00,12344,ТСЦ 5943,HYUNDAI,ACCENT,NLHCN41CP9Z137666,01/01/2008 00:00:00,СІРИЙ,ЛЕГКОВИЙ,СЕДАН,ЗАГАЛЬНИЙ,БЕНЗИН,1599,945,1580,ВМ6331ЕА
310,P,2623255700,308,ПЕРЕРЕЄСТРАЦІЯ НА НОВОГО ВЛАСНИКА ЗА ДОГ. КУПIВЛI-ПРОДАЖУ (СГ),11/15/2022 00:00:00,12277,ТСЦ 2642,RENAULT,KANGOO,VF1FC1FAF36294084,01/01/2006 00:00:00,ЖОВТИЙ,ЛЕГКОВИЙ,ПАСАЖИРСЬКИЙ,ЗАГАЛЬНИЙ,ДИЗЕЛЬНЕ ПАЛИВО,1461,1055,1675,АТ0315НР
311,P,5322481701,315,ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ,02/23/2022 00:00:00,12331,ТСЦ 5342,MERCEDES-BENZ,VITO 108,VSA63809413286880,01/01/2000 00:00:00,БІЛИЙ,ЛЕГКОВИЙ,ПАСАЖИРСЬКИЙ,ЗАГАЛЬНИЙ,ДИЗЕЛЬНЕ ПАЛИВО,2151,1710,2700,ВІ2124НК
312,J,4823384401,315,ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ,01/28/2022 00:00:00,12315,ТСЦ 4841,MEILLER,MHKS 40-2,W09SHB233RKM08128,01/01/1994 00:00:00,СІРИЙ,НАПІВПРИЧІП,Н/ПР-САМОСКИД,СПЕЦІАЛІЗОВАНИЙ,,0,9750,32500,ВЕ6229ХО
313,P,8038000000,254,НАЛЕЖНИЙ КОРИСТУВАЧ. РЕЄСТРАЦІЯ,12/01/2022 00:00:00,10000,OLD_ДДАІ МВС УКРАЇНИ,HYUNDAI,TUCSON,Y6LJN81BPCL211220,01/01/2012 00:00:00,СІРИЙ,ЛЕГКОВИЙ,УНІВЕРСАЛ,ЗАГАЛЬНИЙ,БЕНЗИН,1975,1450,1910,АА5580РВ
314,J,8038200000,560,ЗНЯТТЯ З ОБЛІКУ ПРИ ПОВЕРНЕННІ ІЗ ПОЇЗДКИ ЗА КОРДОН ПО ДОРУЧ.,11/10/2022 00:00:00,12229,ТСЦ 0541,MERCEDES-BENZ,GLK 250,WDC2049821F727709,01/01/2011 00:00:00,СІРИЙ,ЛЕГКОВИЙ,УНІВЕРСАЛ,ЗАГАЛЬНИЙ,ДИЗЕЛЬНЕ ПАЛИВО,2143,1880,2450,АА0998ТР
315,J,4810137200,250,"ВИДАЧА ТИМЧАСОВОГО РЕЄСТР ТАЛОНУ ПО ДОРУЧЕННЮ ЧИ ІНШОГО ДОКУМ.ПРАВОКОРИСТУВАННЯ ",02/22/2022 00:00:00,12315,ТСЦ 4841,РУТА,25,Y7X254216C0000120,01/01/2012 00:00:00,БІЛИЙ,АВТОБУС,АВТОБУС,ЗАГАЛЬНИЙ,БЕНЗИН АБО ГАЗ,2890,2145,3920,ВЕ7260ЕР
316,P,3210700000,254,НАЛЕЖНИЙ КОРИСТУВАЧ. РЕЄСТРАЦІЯ,02/11/2022 00:00:00,10000,OLD_ДДАІ МВС УКРАЇНИ,FORD,C-MAX TREND,WF0JXXWPBJCA62121,01/01/2012 00:00:00,ЧОРНИЙ,ЛЕГКОВИЙ,УНІВЕРСАЛ,ЗАГАЛЬНИЙ,БЕНЗИН АБО ГАЗ,1596,1726,1860,АІ4320СО
317,P,2624010100,315,ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ,09/21/2022 00:00:00,12304,ТСЦ 4443,KIA,RIO,Z94CB41AACR067372,01/01/2012 00:00:00,БІЛИЙ,ЛЕГКОВИЙ,СЕДАН,ЗАГАЛЬНИЙ,БЕНЗИН АБО ГАЗ,1396,1165,1650,АТ4453НО
318,P,5310137000,322,ПЕРЕРЕЄСТРАЦIЯ ТЗ НА НОВ. ВЛАС. ПО УСПАДКУВАННЮ ЗА ЗАКОНОМ ЧИ ЗНЯТТЯМ З ОБЛІКУ В ОРГАНАХ СОЦЗАХИСТУ,07/20/2022 00:00:00,12330,ТСЦ 5341,ЗАЗ,110307-42,Y6D11030780127410,01/01/2008 00:00:00,ЧЕРВОНИЙ,ЛЕГКОВИЙ,ХЕТЧБЕК,ЗАГАЛЬНИЙ,БЕНЗИН АБО ГАЗ,1198,902,1250,ВІ2720АМ
319,P,1412900000,308,ПЕРЕРЕЄСТРАЦІЯ НА НОВОГО ВЛАСНИКА ЗА ДОГ. КУПIВЛI-ПРОДАЖУ (СГ),09/13/2022 00:00:00,12245,ТСЦ 1246,FIAT,LINEA,ZFA32300003188191,01/01/2012 00:00:00,БЕЖЕВИЙ,ЛЕГКОВИЙ,СЕДАН,ЗАГАЛЬНИЙ,БЕНЗИН АБО ГАЗ,1368,1160,1800,АЕ7467ТК
320,P,4810100000,308,ПЕРЕРЕЄСТРАЦІЯ НА НОВОГО ВЛАСНИКА ЗА ДОГ. КУПIВЛI-ПРОДАЖУ (СГ),02/22/2022 00:00:00,12315,ТСЦ 4841,MERCEDES-BENZ,SPRINTER 316 CDI,WDB9066351S462522,01/01/2010 00:00:00,БІЛИЙ,ЛЕГКОВИЙ,ВАНТАЖОПАСАЖИРСЬКИЙ,ЗАГАЛЬНИЙ,ДИЗЕЛЬНЕ ПАЛИВО,2143,2556,3500,ВЕ3950ЕТ
321,P,7322582501,408,ПЕРЕРЕЄСТРАЦІЯ ПРИ ПЕРЕОБЛАДНАННІ БЕЗ ЗАМІНИ НОМЕРНИХ АГРЕГАТІВ,07/01/2022 00:00:00,12389,ТСЦ 7342,MAN,18.284,WMAM40ZZ75Y137021,01/01/2004 00:00:00,СИНІЙ,ВАНТАЖНИЙ,ПЛАТФОРМА ТЕНТОВАНА,ЗАГАЛЬНИЙ,ДИЗЕЛЬНЕ ПАЛИВО,6871,7300,18000,СЕ6639ВА
322,P,1825483902,254,НАЛЕЖНИЙ КОРИСТУВАЧ. РЕЄСТРАЦІЯ,11/06/2022 00:00:00,10000,OLD_ДДАІ МВС УКРАЇНИ,MERCEDES-BENZ,311CDI,WDB9036631R388807,01/01/2002 00:00:00,КОРИЧНЕВИЙ,ВАНТАЖНИЙ,ФУРГОН МАЛОТОНАЖНИЙ,СПЕЦІАЛІЗОВАНИЙ,ДИЗЕЛЬНЕ ПАЛИВО,2148,2145,3500,АМ4457ВХ
323,P,4810136600,250,"ВИДАЧА ТИМЧАСОВОГО РЕЄСТР ТАЛОНУ ПО ДОРУЧЕННЮ ЧИ ІНШОГО ДОКУМ.ПРАВОКОРИСТУВАННЯ ",08/17/2022 00:00:00,12315,ТСЦ 4841,MERCEDES-BENZ,311CDI,WDB9036632R604260,01/01/2004 00:00:00,ЖОВТИЙ,АВТОБУС,АВТОБУС,ЗАГАЛЬНИЙ,ДИЗЕЛЬНЕ ПАЛИВО,2151,2080,3500,ВЕ9993АА
324,P,7424787501,315,ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ,09/29/2022 00:00:00,12383,ТСЦ 7441,HONDA,CR-V,SHSRD88806U420978,01/01/2006 00:00:00,ЧОРНИЙ,ЛЕГКОВИЙ,УНІВЕРСАЛ,ЗАГАЛЬНИЙ,БЕНЗИН АБО ГАЗ,1998,1253,1591,СВ9319ЕН
325,P,3524010100,315,ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ,04/13/2022 00:00:00,12394,ТСЦ 3544,CHEVROLET,LACETTI,KL1NF1961CK689967,01/01/2012 00:00:00,БІЛИЙ,ЛЕГКОВИЙ,СЕДАН,ЗАГАЛЬНИЙ,БЕНЗИН АБО ГАЗ,1598,1585,2065,ВА9374ЕО
326,P,4821455100,315,ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ,09/07/2022 00:00:00,12318,ТСЦ 4844,KIA,CERATO,Y6LFE22729L203080,01/01/2008 00:00:00,БІЛИЙ,ЛЕГКОВИЙ,СЕДАН,ЗАГАЛЬНИЙ,БЕНЗИН,1591,1290,1740,ВЕ8519ЕО
327,J,523410100,308,ПЕРЕРЕЄСТРАЦІЯ НА НОВОГО ВЛАСНИКА ЗА ДОГ. КУПIВЛI-ПРОДАЖУ (СГ),11/16/2022 00:00:00,12229,ТСЦ 0541,MERCEDES-BENZ,313 CDI,WDB9036631R517170,01/01/2003 00:00:00,БІЛИЙ,АВТОБУС,АВТОБУС,ЗАГАЛЬНИЙ,ДИЗЕЛЬНЕ ПАЛИВО,2148,2160,3500,АВ1040ЕТ
328,P,8039100000,315,ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ,10/12/2022 00:00:00,12288,ТСЦ 3249,RENAULT,LOGAN,VF1LSRAAH47786023,01/01/2012 00:00:00,БІЛИЙ,ЛЕГКОВИЙ,СЕДАН,ЗАГАЛЬНИЙ,БЕНЗИН,1390,975,1450,АІ0415ОТ
329,P,3210600000,315,ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ,01/08/2022 00:00:00,12282,ТСЦ 3243,FORD,FOCUS,WF0KXXGCBKCA35362,01/01/2012 00:00:00,ЧЕРВОНИЙ,ЛЕГКОВИЙ,ХЕТЧБЕК,ЗАГАЛЬНИЙ,БЕНЗИН АБО ГАЗ,1596,1490,1825,АІ2435ОЕ
330,P,523484001,308,ПЕРЕРЕЄСТРАЦІЯ НА НОВОГО ВЛАСНИКА ЗА ДОГ. КУПIВЛI-ПРОДАЖУ (СГ),02/08/2022 00:00:00,12229,ТСЦ 0541,MERCEDES-BENZ,312D,WDB9034631P857096,01/01/1999 00:00:00,ЖОВТИЙ,АВТОБУС,АВТОБУС,ЗАГАЛЬНИЙ,ДИЗЕЛЬНЕ ПАЛИВО,2874,2490,3500,АВ7182ІК
331,P,5910100000,254,НАЛЕЖНИЙ КОРИСТУВАЧ. РЕЄСТРАЦІЯ,09/06/2022 00:00:00,10000,OLD_ДДАІ МВС УКРАЇНИ,ВАЗ,217030,XTA217030C0355285,01/01/2012 00:00:00,ЧЕРВОНИЙ,ЛЕГКОВИЙ,СЕДАН,ЗАГАЛЬНИЙ,БЕНЗИН АБО ГАЗ,1596,1092,1578,ВМ8052ЕА
